open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1674993540000,13.52100000,13.53262572,13.52100000,13.53160758,0,1674993599999,0,60,0,0,0
1674993600000,13.53177092,13.54062074,13.53177092,13.54062074,0,1674993659999,0,60,0,0,0
1674993660000,13.54300000,13.56000000,13.54300000,13.55693543,0,1674993719999,0,60,0,0,0
1674993720000,13.55540077,13.55700000,13.55136719,13.55149434,0,1674993779999,0,60,0,0,0
1674993780000,13.55157246,13.55157246,13.53616484,13.54300000,0,1674993839999,0,60,0,0,0
1674993840000,13.54300000,13.54300000,13.53917621,13.53917621,0,1674993899999,0,60,0,0,0
1674993900000,13.53921199,13.54749818,13.53419251,13.54728278,0,1674993959999,0,60,0,0,0
1674993960000,13.54734476,13.55000000,13.54700000,13.55000000,0,1674994019999,0,60,0,0,0
1674994020000,13.55000000,13.55386274,13.54600000,13.54600000,0,1674994079999,0,60,0,0,0
1674994080000,13.54600000,13.54715380,13.54417392,13.54438856,0,1674994139999,0,60,0,0,0
1674994140000,13.54434114,13.54434114,13.53603929,13.53733145,0,1674994199999,0,60,0,0,0
1674994200000,13.53733145,13.54818274,13.53626602,13.54687007,0,1674994259999,0,60,0,0,0
1674994260000,13.54687007,13.55700000,13.54463937,13.55700000,0,1674994319999,0,60,0,0,0
1674994320000,13.55700000,13.55700000,13.54600000,13.54600000,0,1674994379999,0,60,0,0,0
1674994380000,13.54600000,13.54600000,13.53327937,13.53435946,0,1674994439999,0,60,0,0,0
1674994440000,13.53435946,13.53435946,13.52865373,13.52883128,0,1674994499999,0,60,0,0,0
1674994500000,13.52856044,13.53194338,13.52604731,13.52726210,0,1674994559999,0,60,0,0,0
1674994560000,13.52712619,13.52715075,13.52400000,13.52400000,0,1674994619999,0,60,0,0,0
1674994620000,13.52400000,13.52400000,13.50000000,13.50000000,0,1674994679999,0,60,0,0,0
1674994680000,13.50000000,13.50000000,13.48000000,13.48000000,0,1674994739999,0,60,0,0,0
1674994740000,13.48034003,13.48300000,13.46786952,13.48300000,0,1674994799999,0,60,0,0,0
1674994800000,13.48300000,13.49800000,13.48300000,13.49800000,0,1674994859999,0,60,0,0,0
1674994860000,13.49800000,13.50300000,13.48873041,13.49300000,0,1674994919999,0,60,0,0,0
1674994920000,13.49300000,13.49500000,13.49300000,13.49400000,0,1674994979999,0,60,0,0,0
1674994980000,13.49400000,13.49400000,13.49100000,13.49100000,0,1674995039999,0,60,0,0,0
1674995040000,13.48900000,13.50042642,13.48900000,13.49777835,0,1674995099999,0,60,0,0,0
1674995100000,13.49777835,13.49838748,13.49100000,13.49400000,0,1674995159999,0,60,0,0,0
1674995160000,13.49400000,13.49400000,13.48400000,13.48400000,0,1674995219999,0,60,0,0,0
1674995220000,13.48400000,13.48618513,13.47800000,13.48045454,0,1674995279999,0,60,0,0,0
1674995280000,13.48046662,13.48943768,13.48046662,13.48700000,0,1674995339999,0,60,0,0,0
1674995340000,13.48700000,13.48900000,13.48498309,13.48600000,0,1674995399999,0,60,0,0,0
1674995400000,13.48600000,13.49143860,13.48600000,13.49138841,0,1674995459999,0,60,0,0,0
1674995460000,13.49119303,13.49200000,13.48642401,13.48662381,0,1674995519999,0,60,0,0,0
1674995520000,13.48658284,13.48671938,13.47076110,13.47136292,0,1674995579999,0,60,0,0,0
1674995580000,13.47132055,13.47435830,13.47132055,13.47234131,0,1674995639999,0,60,0,0,0
1674995640000,13.47232748,13.47484172,13.47145672,13.47392713,0,1674995699999,0,60,0,0,0
1674995700000,13.47392713,13.47543538,13.46885667,13.47456800,0,1674995759999,0,60,0,0,0
1674995760000,13.47400000,13.47400000,13.46531709,13.46531709,0,1674995819999,0,60,0,0,0
1674995820000,13.46546476,13.47919308,13.46500000,13.47919308,0,1674995879999,0,60,0,0,0
1674995880000,13.48500000,13.49100000,13.47879972,13.47897706,0,1674995939999,0,60,0,0,0
1674995940000,13.47880477,13.47880477,13.46800000,13.46800000,0,1674995999999,0,60,0,0,0
1674996000000,13.46800000,13.47063734,13.46800000,13.47016912,0,1674996059999,0,60,0,0,0
1674996060000,13.47014838,13.48200000,13.47014838,13.48200000,0,1674996119999,0,60,0,0,0
1674996120000,13.48200000,13.48400000,13.48100000,13.48300000,0,1674996179999,0,60,0,0,0
1674996180000,13.48200000,13.50300000,13.48200000,13.50300000,0,1674996239999,0,60,0,0,0
1674996240000,13.50300000,13.51400000,13.49600000,13.51400000,0,1674996299999,0,60,0,0,0
1674996300000,13.51400000,13.52600000,13.51400000,13.52600000,0,1674996359999,0,60,0,0,0
1674996360000,13.52600000,13.52600000,13.51583023,13.51607309,0,1674996419999,0,60,0,0,0
1674996420000,13.51607309,13.53800000,13.51607309,13.53800000,0,1674996479999,0,60,0,0,0
1674996480000,13.53800000,13.54564448,13.53800000,13.54500000,0,1674996539999,0,60,0,0,0
1674996540000,13.54500000,13.55500000,13.54500000,13.55100000,0,1674996599999,0,60,0,0,0
1674996600000,13.55100000,13.55600000,13.54800000,13.54800000,0,1674996659999,0,60,0,0,0
1674996660000,13.54800000,13.55205447,13.54800000,13.55119355,0,1674996719999,0,60,0,0,0
1674996720000,13.55175348,13.55425635,13.54600000,13.54600000,0,1674996779999,0,60,0,0,0
1674996780000,13.54600000,13.54600000,13.53400000,13.54144311,0,1674996839999,0,60,0,0,0
1674996840000,13.54134741,13.54471353,13.53901614,13.54471353,0,1674996899999,0,60,0,0,0
1674996900000,13.54446275,13.55128410,13.54300000,13.54922175,0,1674996959999,0,60,0,0,0
1674996960000,13.54923882,13.55100000,13.54700000,13.54742319,0,1674997019999,0,60,0,0,0
1674997020000,13.54744542,13.55499290,13.54600000,13.55499290,0,1674997079999,0,60,0,0,0
1674997080000,13.55507213,13.55522325,13.54918991,13.54918991,0,1674997139999,0,60,0,0,0
1674997140000,13.54935435,13.54962151,13.54600000,13.54600000,0,1674997199999,0,60,0,0,0
1674997200000,13.54600000,13.54600000,13.53940705,13.54408298,0,1674997259999,0,60,0,0,0
1674997260000,13.54636078,13.54713325,13.54407102,13.54412420,0,1674997319999,0,60,0,0,0
